name,address
경북대학교 병원 외래진료동,대구 중구 동덕로 130
계명대학교 대구동산병원 치과,대구 중구 달성로 56
대구가톨릭대학교병원 정형외과,대구 남구 두류공원로17길 33
가톨릭의료원 종합건강진단안내,대구 남구 두류공원로17길 33
대구 가톨릭대학교병원 정신과,대구 남구 두류공원로17길 33
계명대학교 대구동산병원 정신과,대구 중구 달성로 56
대구가톨릭대학교병원 흉부외과,대구 남구 두류공원로17길 33
영남대학교병원 의학도서관,대구 남구 현충로 170
대구가톨릭대학교병원 안과병동,대구 남구 두류공원로17길 33
영남대학교병원 가정의학과,대구 남구 현충로 170
계명대학교 대구동산병원 노동조합,대구 중구 달성로 56
칠곡경북대학교병원 교회,대구 북구 호국로 807 3동 지하1층
대구 가톨릭대학교병원 영안실,대구 남구 두류공원로17길 33
계명대학교 대구동산병원 출입구,대구 중구 달성로 56
경북대학교병원 식당,대구 중구 동덕로 130
대구한의대학교대구한방병원 사상체질과(피부미용),대구 수성구 신천동로 136
대구가톨릭대학교병원 일반외과,대구 남구 두류공원로17길 33
대구한의대학교 대구한방병원 국제진료센터,대구 수성구 신천동로 136
대구한의대학교 대구한방병원 척추관절센터,대구 수성구 신천동로 136 2층
대구가톨릭대학교병원 치과,대구 남구 두류공원로17길 33
경북대학교병원 원무팀,대구 중구 공평로8길 26
영남대학교병원 종합건강진단센터,대구 남구 현충로 170
대구한의대학교대구한방병원 재활치료실,대구 수성구 신천동로 136
대구가톨릭대학교병원 신경외과,대구 남구 두류공원로17길 33
대구한의대학교대구한방병원 세탁실,대구 수성구 신천동로 136
대구한의대학교대구한방병원 한방순환신경내과,대구 수성구 신천동로 136
대구한의대학교대구한방병원 종합검진센터,대구 수성구 신천동로 136
영남대학교병원 내과,대구 남구 현충로 170
영남대학교병원 사무국,대구 남구 현충로 170
대구가톨릭대학교병원 진료안내,대구 남구 두류공원로17길 33
계명대학교 대구동산병원 푸드코트,대구 중구 달성로 56
영남대학교병원 신경과,대구 남구 현충로 170
대구가톨릭대학교병원 임상병리과,대구 남구 두류공원로17길 33
계명대학교 대구동산병원 방사선종양학과,대구 중구 달성로 56
영남 대학교병원 응급의학과,대구 남구 현충로 170
영남대학교병원 신생아중환자실,대구 남구 현충로 170
계명대학교 대구동산병원 외과,대구 중구 달성로 56
영남대학교병원 진단방사선과,대구 남구 현충로 170
계명대학교 대구동산병원 성형외과,대구 중구 달성로 56
영남대학교병원 뇌종양센터,대구 남구 현충로 170 본관 1층
계명대학교 대구동산병원 건강증진센터,대구 중구 달성로 56
대구가톨릭대학교병원 내시경실,대구 남구 두류공원로17길 33
영남대학교병원 중앙방재실,대구 남구 현충로 170
대구한의대학교대구한방병원 여성의학과,대구 수성구 신천동로 136
대구가톨릭대학교병원 통증치료실,대구 남구 두류공원로17길 33
영남대학교병원 방사선종양학과,대구 남구 현충로 170
대구한의대학교 대구한방병원 재활의학과,대구 수성구 신천동로 136
대구한의대학교대구한방병원 한방신경과,대구 수성구 신천동로 136
계명대학교 대구동산병원 테니스장,대구 중구 달성로 56
영남대학교병원 가정간호사업실,대구 남구 현충로 170
대구가톨릭대학교병원 원무과,대구 남구 두류공원로17길 33
영남대학교병원 시설과,대구 남구 현충로 170
대구한의대학교 대구한방병원 한방성형피부비만센터,대구 수성구 신천동로 136
대구한의대학교대구한방병원 한방소아청소년과,대구 수성구 신천동로 136
대구가톨릭대학교병원 분만실,대구 남구 두류공원로17길 33
영남대학교병원 임상병리과,대구 남구 현충로 170
대구가톨릭대학교병원 의과대학장,대구 남구 두류공원로17길 33
영남대학교병원 진료지원부,대구 남구 현충로 170
영남대학교병원 산업의학과,대구 남구 현충로 170
대구가톨릭대학교병원 총무과,대구 남구 두류공원로17길 33
영남대학교병원 분만실,대구 남구 현충로 170
대구한의대학교대구한방병원 내과,대구 수성구 신천동로 136
대구한의대학교대구한방병원 원무과,대구 수성구 신천동로 136
대구한의대학교 대구한방병원 한방암센터,대구 수성구 신천동로 136 6층
영남대학교병원 경리과,대구 남구 현충로 170
경북대학교병원 약제부,대구 중구 동덕로 130
대구한의대학교대구한방병원 전문수련의,대구 수성구 신천동로 136
대구가톨릭대학교병원 간호부장,대구 남구 두류공원로17길 33
대구한의대학교대구한방병원 침구과,대구 수성구 신천동로 136
영남대학교병원 대외협력팀,대구 남구 현충로 170
대구가톨릭대학교병원 영양과,대구 남구 두류공원로17길 33
영남대학교병원 기획관리실,대구 남구 현충로 170
영남대학교병원 외래팀,대구 남구 현충로 170
영남대학교병원 수술실,대구 남구 현충로 170
영남대학교병원 구매과,대구 남구 현충로 170
대구가톨릭대학교병원 구매과,대구 남구 두류공원로17길 33
대구한의대학교대구한방병원 한방내과,대구 수성구 신천동로 136
영남대학교병원 해부병리과,대구 남구 현충로 170
영남대학교병원 기획조정실,대구 남구 현충로 170
영남대학교병원 총무과,대구 남구 현충로 170
영남대학교병원 약제부,대구 남구 현충로 170
영남대학교병원 장기이식센터,대구 남구 현충로 170
대구가톨릭대학교병원 약재과,대구 남구 두류공원로17길 33
대구가톨릭대학교병원 건강교실,대구 남구 두류공원로17길 33
대구가톨릭대학교병원 중환자보호자실,대구 남구 두류공원로17길 33
대구가톨릭대학교병원 물류자산팀,대구 남구 두류공원로17길 33
대구가톨릭대학교병원 신생아실,대구 남구 두류공원로17길 33
대구가톨릭대학교병원 방사선과,대구 남구 두류공원로17길 33
영남대학교병원 관리과,대구 남구 현충로 170
대구가톨릭대학교병원 해부병리과,대구 남구 두류공원로17길 33
대구가톨릭대학교병원 재무부,대구 남구 두류공원로17길 33
영남대학교병원 복지과,대구 남구 현충로 170
영남대학교병원 통신실,대구 남구 현충로 170
영남대학교병원 마취과,대구 남구 현충로 170
영남대학교병원 연구실,대구 남구 현충로 170
영남대학교병원 간호부,대구 남구 현충로 170
대구가톨릭대학교병원 집중환자실,대구 남구 두류공원로17길 33
영남대학교병원 교육연구부,대구 남구 현충로 170
대구한의대학교대구한방병원 주차안내,대구 수성구 신천동로 136
영남대학교병원 보험심사팀,대구 남구 현충로 170
영남대학교 의과대학,대구 남구 현충로 170
대구한방병원 편의관,대구 수성구 신천동로 136
DGB대구은행 가톨릭대학병원출장소,대구 남구 두류공원로17길 33 스텔라관 지하1층
GS25 대구가톨릭대학교병원점,대구 남구 두류공원로17길 33
CU 경북대학교치과병원점,대구 중구 달구벌대로 2175
CU 계명대학교동산병원점,대구 달서구 달구벌대로 1035
버블맨24셀프빨래방 대구가톡릭대학병원점,대구 남구 성당로 122 1층
토마토도시락 영남대학병원점,대구 남구 대명로57길 15
푸드엠파이어 계명대학교동산병원점,대구 달서구 달구벌대로 1035 지하1층
그린존 대구 가톨릭대학교병원 앞,대구 남구 두류공원로 52
손수헌 계명대학교동산병원점,대구 달서구 달구벌대로 1035 지하 1층
무인민원발급창구 영남대학교병원,대구 남구 현충로 170 영남대학교병원 1층(진료기록사본 발급 창구 앞)
빨라쪼델프레도 칠곡경북대학교병원점,대구 북구 호국로 807 칠곡경북대학교병원 지하1층
무인민원발급창구 대구가톨릭대학교병원,대구 남구 두류공원로17길 33 대구가톨릭대학교병원 스텔라관 2층
무인민원발급창구 경북대학병원,대구 중구 동덕로 130 경대병원 외래접수처 1층 로비내
한길웰바이오 경북대학병원칠곡점,대구 북구 호국로 807
듀켐바이오 칠곡경북대학교병원센터,대구 북구 호국로 807
부자 경북대학교병원 지점,대구 중구 동덕로 130
무인민원발급창구 칠곡경북대학교병원,대구 북구 호국로 807 본관 1층로비
풍전에프앤비 칠곡경북대학교병원점,대구 북구 학정동 487
지멘스펫넷코리아 경북대학교병원,대구 중구 동덕로 130
